#CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGESE;RUSSIAN;FINNISH;x
EVTNAME181050;Anglo-Egyptian Treaty Repealed!;;;;;;;;;;;;;x
EVTDESC181050;The Egyptian government has announced that it has ‘repealed’ the Anglo-Egyptian Treaty of 1936 that grants us a lease of the Suez Canal base until 1956. They are demanding full control of the Canal territory, including our handover of Canal operations. Our options are starkly simple: either we cave to the Egyptian demands and surrender control of the strategically vital Suez Canal, or stand fast and defy Egypt’s ultimatum. The latter risks war with Egypt and by proxy a second Arab-Israeli war, but the former will undo decades of hard work and our strategic decision to retain control of the Canal.;;;;;;;;;;;;;x
EVTOPTA181050;Accept the demands.;;;;;;;;;;;;;x
EVTOPTB181050;We had a contract!;;;;;;;;;;;;;x
EVTNAME181051;The Suez Canal Company;;;;;;;;;;;;;x
EVTDESC181051;The most powerful card we have to play in Egypt is the right to operate the Suez Canal. If we want to get on the Egyptians’ good side, we can offer to withdraw our troops from the country in exchange for an extension of our lease of the Canal. On the other hand, we could use those same troops to force the lease extension whether they agree or not. However, the latter course of action would prove to be highly controversial in the international community because of its potential to destabilize the Middle East.;;;;;;;;;;;;;x
EVTOPTA181051;Offer our military bases.;;;;;;;;;;;;;x
EVTOPTB181051;Rattle our sabre!;;;;;;;;;;;;;x
EVTNAME181052;The Sudanese Question;;;;;;;;;;;;;x
EVTDESC181052;To repair Anglo-Egyptian relations, we are prepared to offer to release our claims on Sudan in favor of Egypt. This can take a few forms: we can offer to cede Sudan in its entirety to Egypt, an offer that will likely prove too good for them to pass up and for which they will be extremely grateful. Or, we could offer to release Sudan as an independent state in exchange for Egypt’s release of its claims on that country and our mutual recognition of it. This offer would accomplish major Egyptian goals of ridding their region of British rule.;;;;;;;;;;;;;x
EVTOPTA181052;Sudan shall be a part of Egypt!;;;;;;;;;;;;;x
EVTOPTB181052;Sudan shall have its independence!;;;;;;;;;;;;;x
EVTOPTC181052;No dismantling of the Empire!;;;;;;;;;;;;;x
EVTNAME181053;Egypt seizes Suez Canal!;;;;;;;;;;;;;x
EVTDESC181053;Egyptian military forces have seized control of the Suez Canal in violation of our treaty agreement and international law. This action brings the crisis in the region to a head with regard to our ongoing efforts to maintain our influence in the Middle East. Our response to this provocation will likely mean the difference between war and peace in the region. We certainly have cause to declare war immediately, but it may be wise to wait and confer with our allies before acting unilaterally. Unfortunately, the only other option at this point is to abandon the Canal to Egypt. .;;;;;;;;;;;;;x
EVTOPTA181053;This means war!;;;;;;;;;;;;;x
EVTOPTB181053;Let's not act rashly...;;;;;;;;;;;;;x
EVTOPTC181053;Forget the Canal.;;;;;;;;;;;;;x
EVTNAME181054;Tripartite talks;;;;;;;;;;;;;x
EVTDESC181054;The signatories to the Tripartite Agreement have convened in London to discuss what actions should be taken regarding the Suez Crisis. The military option is on the table, but with it comes the grave risk of sparking WWIII. The talks are expected to produce a result very soon…;;;;;;;;;;;;;x
EVTOPTA181054;Wait and see...;;;;;;;;;;;;;x
EVTNAME181055;Second Tripartite talks;;;;;;;;;;;;;x
EVTDESC181055;The withdrawal of the United States from the Tripartite Talks threatened to derail a cohesive response to the Suez Crisis, but the addition of Israel in its place has put the talks back on track. Israel is a willing partner in the use of military force in response to Egypt’s provocations, and the talks are progressing well. We can continue discussions on how to proceed or immediately vote to declare war on Egypt to take back the Suez Canal.;;;;;;;;;;;;;x
EVTOPTA181055;Let the talks begin!;;;;;;;;;;;;;x
EVTOPTB181055;Begin tripartite voting;;;;;;;;;;;;;x
EVTNAME194020;Egypt seizes Suez Canal!;;;;;;;;;;;;;x
EVTDESC194020;Egyptian military forces have seized control of the Suez Canal in violation of our treaty agreement and international law. This action brings the crisis in the region to a head with regard to our ongoing efforts to maintain our influence in the Middle East. Our response to this provocation will likely mean the difference between war and peace in the region. We certainly have cause to declare war immediately, but it may be wise to wait and confer with our allies before acting unilaterally. Unfortunately, the only other option at this point is to abandon the Canal to Egypt. .;;;;;;;;;;;;;x
EVTOPTA194020;This means war!;;;;;;;;;;;;;x
EVTOPTB194020;Let's not act rashly…;;;;;;;;;;;;;x
EVTOPTC194020;Forget the Canal.;;;;;;;;;;;;;x
EVTNAME194021;Tripartite talks;;;;;;;;;;;;;x
EVTDESC194021;The signatories to the Tripartite Agreement have convened in London to discuss what actions should be taken regarding the Suez Crisis. The military option is on the table, but with it comes the grave risk of sparking WWIII. The talks are expected to produce a result very soon…;;;;;;;;;;;;;x
EVTOPTA194021;Wait and see...;;;;;;;;;;;;;x
EVTNAME194022;Second Tripartite talks;;;;;;;;;;;;;x
EVTDESC194022;The withdrawal of the United States from the Tripartite Talks threatened to derail a cohesive response to the Suez Crisis, but the addition of Israel in its place has put the talks back on track. Israel is a willing partner in the use of military force in response to Egypt’s provocations, and the talks are progressing well. We can continue discussions on how to proceed or immediately vote to declare war on Egypt to take back the Suez Canal.;;;;;;;;;;;;;x
EVTOPTA194022;Let the talks begin!;;;;;;;;;;;;;x
EVTOPTB194022;Begin tripartite voting;;;;;;;;;;;;;x
EVTNAME222010;Join the Tripartite?;;;;;;;;;;;;;x
EVTDESC222010;The United States has pulled out of the London Tripartite Talks focusing on how to handle the Suez Crisis. Consequently, the remaining signers of the Tripartite Agreement have extended an invitation for us to join them. We are one of the most interested nations in the region, as well as one of the most militarily-capable, and we are therefore in the perfect position to conduct diplomacy regarding the Suez Crisis. Shall we accept the invitation and try to find a solution to the Egypt problem?;;;;;;;;;;;;;x
EVTOPTA222010;Of course!;;;;;;;;;;;;;x
EVTOPTB222010;The risk is too great.;;;;;;;;;;;;;x
EVTNAME222011;Second Tripartite talks;;;;;;;;;;;;;x
EVTDESC222011;The withdrawal of the United States from the Tripartite Talks threatened to derail a cohesive response to the Suez Crisis, but the addition of Israel in its place has put the talks back on track. Israel is a willing partner in the use of military force in response to Egypt’s provocations, and the talks are progressing well. We can continue discussions on how to proceed or immediately vote to declare war on Egypt to take back the Suez Canal.;;;;;;;;;;;;;x
EVTOPTA222011;Let the talks begin!;;;;;;;;;;;;;x
EVTOPTB222011;Begin tripartite voting;;;;;;;;;;;;;x
EVTNAME222012;Return Sinai;;;;;;;;;;;;;x
EVTDESC222012;Return Sinai.;;;;;;;;;;;;;x
EVTOPTA222012;Never!;;;;;;;;;;;;;x
EVTOPTB222012;Of course.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
