#CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGESE;RUSSIAN;FINNISH;x
EVTDESC50309;"Surprisingly, the people have reacted negatively to the establishment of our perpetual rule; they feel betrayed, evidently not realizing that our divine guidance cannot falter. They have submitted demands to loosen elections in order to restore democratic choice to our government. Granting their demand will placate our critics, but it will also significantly diminish our power.";;;;;;;;;;;;;x
EVTOPTA50309;No concessions!;;;;;;;;;;;;;x
EVTOPTB50309;Allow regular elections.;;;;;;;;;;;;;x
EVTNAME50310;Popular Outrage;;;;;;;;;;;;;x
EVTDESC50310;In an unthinkable reversal of course, the people have taken up arms against our rule after the indefinite extension of our divine rule! They have switched from jubilant crowds in the streets to militant mobs and are demanding that we immediately abandon our right to indefinite power! Otherwise, they threaten to remove us by force. Oh divine one, give us Your guidance in these trying times!;;;;;;;;;;;;;x
EVTOPTA50310;No concessions!;;;;;;;;;;;;;x
EVTOPTB50310;Rescind our absolute rule.;;;;;;;;;;;;;x
EVTNAME50311;Our Religion Banned!;;;;;;;;;;;;;x
EVTDESC50311;Sad news for our divine government: $FROMCOUNTRY$ have banned our religion from their territory. Theirs is a dark land, and perhaps one day we will have the opportunity to show them the light of our religion...;;;;;;;;;;;;;x
EVTOPTA50311;We shall pray for them.;;;;;;;;;;;;;x
EVTNAME50312;Religion Ban Lifted;;;;;;;;;;;;;x
EVTDESC50312;The government of $FROMCOUNTRY$ has seen the light and lifted their ban on our religion! The true believers among them may now worship in the open. We welcome this happy news.;;;;;;;;;;;;;x
EVTOPTA50312;A joyous occasion!;;;;;;;;;;;;;x
EVTNAME50313;Reforms Failed;;;;;;;;;;;;;x
EVTDESC50313;The old theocrats failed to establish a religious constitution after winning control over the government, and now it appears that their moment to do so has passed. The political pendulum swings inexorably away from theocracy.;;;;;;;;;;;;;x
EVTOPTA50313;Oh.;;;;;;;;;;;;;x
EVTNAME50314;Constitutional Friction;;;;;;;;;;;;;x
EVTDESC50314;Our clergy is growing very concerned with the legal situation of our so-called ‘theocracy.’ Why, they ask, does our purportedly divine state belabor itself with an oppressively secular constitution, a constitution that leaves absolutely no room for religion in public life? In the opinion of our religious elite, our failure to incorporate our religion into the state itself is unacceptable.;;;;;;;;;;;;;x
EVTOPTA50314;We're still working on it.;;;;;;;;;;;;;x
EVTOPTB50314;Force constitutional changes.;;;;;;;;;;;;;x
EVTOPTC50314;Re-establish secularism.;;;;;;;;;;;;;
EVTNAME50315;Clergy Issues Condemnation!;;;;;;;;;;;;;x
EVTDESC50315;The clergy has blasted our rule for being ‘against the divine will’ and ‘heretical,’ in response to our recent actions that they feel is a step away from direct religious rule. This will hurt our standing among our religious citizens very much, and might spark mass demonstrations against our government!;;;;;;;;;;;;;x
EVTOPTA50315;Darn!;;;;;;;;;;;;;x
EVTNAME50316;Threats of Excommunication;;;;;;;;;;;;;x
EVTDESC50316;Grave news: our nation’s clergy has issued an ultimatum after our recent moves away from establishing a fully-integrated religious state – if we do not make their religion the supreme law of the land, they will excommunicate our government and its leaders from the divine presence. If this occurs, the ramifications will shake our legitimacy to its core and may cleave a rift through our very society.;;;;;;;;;;;;;x
EVTOPTA50316;We'll take our chances.;;;;;;;;;;;;;x
EVTOPTB50316;Reconsider our plans.;;;;;;;;;;;;;x
EVTOPTC50316;Resign and apologize.;;;;;;;;;;;;;
EVTNAME50317;Public Supports Secularism;;;;;;;;;;;;;x
EVTDESC50317;The public has come out in support of our decision to become secular. They have unequivocally shown their support by letter writing and peacefully demonstrating in support of our government. Moreover, the vocal minority opposing our secular push have been overwhelmingly silenced by the outpouring of popular support for a secular government.;;;;;;;;;;;;;x
EVTOPTA50317;Thank you!;;;;;;;;;;;;;x
EVTNAME50318;Popular Support;;;;;;;;;;;;;x
EVTDESC50318;The public has come out in support of our decision to become secular despite the clerical excommunication of our government. The people have unequivocally shown their support by letter writing and peacefully demonstrating in support of our government. Moreover, the vocal minority opposing our secular push have been overwhelmingly silenced by the outpouring of popular support for a secular government.;;;;;;;;;;;;;x
EVTOPTA50318;Fantastic!;;;;;;;;;;;;;x
EVTNAME50319;Assassination!;;;;;;;;;;;;;x
EVTDESC50319;Terrible news: our head of government has been assassinated by pro-theocracy extremists while delivering a speech to the nation. Our nation is in shock at this unthinkable crime and our security services are hard at work to bring the perpetrators to justice. We shall mourn the loss of our dedicated public servant.;;;;;;;;;;;;;x
EVTOPTA50319;A sad day.;;;;;;;;;;;;;x
EVTNAME50320;Preaching the True Religion;;;;;;;;;;;;;x
EVTDESC50320;"We have conquered new territory whose people do not know the one true faith. Not to worry; we will bring it to them! Our divine state can only benefit from new converts to our religion!";;;;;;;;;;;;;x
EVTOPTA50320;Glory to the Divine!;;;;;;;;;;;;;x
EVTNAME50321;Religious Bans Lifted;;;;;;;;;;;;;x
EVTDESC50321;We have liberated territory where our religion was banned by the previous government and have gloriously cast open the doors of worship once again! The faithful will again lift their voices in praise to the one true religion and will glorify our wonderful divine state!;;;;;;;;;;;;;x
EVTOPTA50321;Praise be to the Divine Presence!;;;;;;;;;;;;;x
EVTNAME50322;Conversion Complete!;;;;;;;;;;;;;x
EVTDESC50322;Wonderful news! Our steadfast effort at converting the people of one of our provinces has now succeeded in a majority of citizens following the one true faith. This is a cause for celebration and praise to our holy Deity!;;;;;;;;;;;;;x
EVTOPTA50322;Great!;;;;;;;;;;;;;x
EVTNAME50323;Religion Ban Lifted;;;;;;;;;;;;;x
EVTDESC50323;We have lifted the ban on other religions than the state’s due to our shift to a more secular form of government. We hope that our people will feel free to express their religion, whatever it is.;;;;;;;;;;;;;x
EVTOPTA50323;OK;;;;;;;;;;;;;x
EVTNAME50324;A New Beginning;;;;;;;;;;;;;x
EVTDESC50324;After a long process of rewriting law #CODEs and much political wrangling, our state is now secular and republican. We expect that this will meet with outrage from the religious factions among our population, but we do what we must to ensure a bright future for our people.;;;;;;;;;;;;;x
EVTOPTA50324;A new dawn.;;;;;;;;;;;;;x
EVTNAME50325;Cleric Resigns;;;;;;;;;;;;;x
EVTDESC50325;Our head religious leader has resigned in outrage at the news of our further secularization. Hopefully this is not a harbinger for greater internal strife among the supporters of theocracy among our population.;;;;;;;;;;;;;x
EVTOPTA50325;What a shame...;;;;;;;;;;;;;x
EVTNAME50326;Religious Hardliners Outraged;;;;;;;;;;;;;x
EVTDESC50326;Fanatical supporters of the previous head of state are out for blood and are calling for a revolution. Although this only appears to be so much bluster for now, we fear that many among our people who support a theocratic government are susceptible to these religious hardliners.;;;;;;;;;;;;;x
EVTOPTA50326;Worrisome...;;;;;;;;;;;;;x
EVTNAME50327;Change in Government;;;;;;;;;;;;;x
EVTDESC50327;After much public strife, our government has settled on an arrangement of power in which a secular monarch presides over a government whose head of state is a religious leader. We hope that the two forces, secular and religious, will balance each other and bring stability to our fractious nation.;;;;;;;;;;;;;x
EVTOPTA50327;Let us hope.;;;;;;;;;;;;;x
EVTNAME50328;Meet the New Boss;;;;;;;;;;;;;x
EVTDESC50328;After much public strife, our government has settled on an arrangement of power in which a secular autocrat wields absolute power over a government whose head of state is a religious leader. We hope that the two forces, secular and religious, will balance each other and bring stability to our fractious nation.;;;;;;;;;;;;;x
EVTOPTA50328;We'll see!;;;;;;;;;;;;;x
EVTNAME50329;Moral Police Misconduct;;;;;;;;;;;;;x
EVTDESC50329;Our moral police, far from enforcing the teachings of our religion, have instead been engaging in immoral behavior. They have been spotted in all kinds of compromising situations, apparently drunk on power or more intoxicating substances. The situation is receiving national attention and therefore we should consider acting to correct it.;;;;;;;;;;;;;x
EVTOPTA50329;Some spoiled eggs do not ruin the bunch.;;;;;;;;;;;;;x
EVTOPTB50329;Punish the offenders and re-educate the rest.;;;;;;;;;;;;;x
EVTNAME50330;Moral Police Popular;;;;;;;;;;;;;x
EVTDESC50330;Our moral police are wildly popular and can be found performing all manner of upstanding deeds, from rescuing cats from tall trees to scolding aberrant citizens for stealing kisses when they think they can’t be seen. The moral police see everything, but that is just fine as far as our citizens are concerned when the moral police are so thoroughly...moral!;;;;;;;;;;;;;x
EVTOPTA50330;Wonderful!;;;;;;;;;;;;;x
EVTNAME50331;Official Misconduct;;;;;;;;;;;;;x
EVTDESC50331;Some of our government officials have been exposed in compromising situations very much in opposition to their oath to uphold the highest religious morals of our society. We must act to remedy the situation or risk losing legitimacy in the eyes of our people.;;;;;;;;;;;;;x
EVTOPTA50331;All we can do is apologize.;;;;;;;;;;;;;x
EVTOPTB50331;Campaign to remove them from office!;;;;;;;;;;;;;x
EVTNAME50332;Immoral Ministers Ousted;;;;;;;;;;;;;x
EVTDESC50332;We have succeeded in ousting the immoral ministers, but we’ve angered quite a few secularists in the process.;;;;;;;;;;;;;x
EVTOPTA50332;Can't please everyone.;;;;;;;;;;;;;x
EVTNAME50333;Immoral Ministers Stay;;;;;;;;;;;;;x
EVTDESC50333;We have failed to oust the immoral ministers and the secularists in our society have managed to turn public opinion against us!;;;;;;;;;;;;;x
EVTOPTA50333;Curses!;;;;;;;;;;;;;x
EVTNAME50334;National Religious Awakening;;;;;;;;;;;;;x
EVTDESC50334;A new religious revival movement is spreading rapidly across our country, apparently started by nothing in particular. Across all strata of society, a new religious consciousness has taken root that is causing people to reaffirm their faith in a variety of ways, both conventional and avant-garde. This ‘religious awakening’ is just beginning to show its effects and its full ramifications are still to come – no one can predict how, or even if, this movement will fundamentally alter our nation’s society.;;;;;;;;;;;;;x
EVTOPTA50334;Interesting.;;;;;;;;;;;;;x
EVTNAME50335;Shift in Public Mood;;;;;;;;;;;;;x
EVTDESC50335;The new religious awakening sweeping our nation has found an ally in the autocratic political parties in our political system who have always supported traditional values as part of their political platform. These new religious activists emphasize spirituality as a source of strength and meaning, and therefore are naturally drawn toward the political parties that emphasize traditional values as central to a well-ordered society.;;;;;;;;;;;;;x
EVTOPTA50335;OK;;;;;;;;;;;;;x
EVTNAME50336;Shift in Public Mood;;;;;;;;;;;;;x
EVTDESC50336;The new religious awakening sweeping our nation have begun attacking our political system’s social liberal and left-wing political parties. These new religious activists emphasize spirituality as a source of strength and meaning, and they see liberal politics as antithetical to their beliefs. Consequently, support for liberal politics in our nation has begun a dramatic slump that will likely continue for some time to come.;;;;;;;;;;;;;x
EVTOPTA50336;Worrisome.;;;;;;;;;;;;;x
EVTNAME50337;New Age Spirituality;;;;;;;;;;;;;x
EVTDESC50337;A confusing new spirituality movement is spreading rapidly across our country, apparently started by nothing in particular but motivated by an urge to understand the supernatural world. This ‘New Age’ movement is causing people to seek out spiritual meaning in a bewildering variety of unconventional ways. The New Age movement is just beginning to show its effects and its full ramifications are still to come – no one can predict how, or even if, this movement will fundamentally alter our nation’s society.;;;;;;;;;;;;;x
EVTOPTA50337;Bewildering!;;;;;;;;;;;;;x
EVTNAME50338;New Age Pacifists;;;;;;;;;;;;;x
EVTDESC50338;A generation influenced by New Age spirituality has become more pacifist, resulting in many more demonstrations against war and a general refusal to work for ‘the man,’ vaguely defined as any entity connected to traditional society or values. What is this country coming to?!;;;;;;;;;;;;;x
EVTOPTA50338;Damned Hippies!;;;;;;;;;;;;;x
EVTNAME50339;New Age War Objectors;;;;;;;;;;;;;x
EVTDESC50339;A generation influenced by New Age spirituality has become actively opposed to our war and to conscription, resulting in widespread anti-war demonstrations and a general refusal to work for ‘the man,’ vaguely defined as any entity connected to traditional society or values. Also on the increase are ‘draft dodgers,’ people who claim to be conscientious objectors in order to avoid serving in the military. What is this country coming to?!;;;;;;;;;;;;;x
EVTOPTA50339;Damned Hippies and their Music!;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
