#CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGESE;RUSSIAN;FINNISH;x
EVTNAME2062;Training Interrupted!;;;;;;;;;;;;;x
EVTDESC2062;Due to the initiation of hostilities, we have had to cancel the remainder of our training exercise schedule.  The good news is that our forces are field-ready with their equipment, and are standing by to accomplish whatever mission is put before them.;;;;;;;;;;;;;x
EVTOPTA2062;We can only hope their training was sufficient!;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
