#CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGESE;RUSSIAN;FINNISH;x;;
##################################################;;;;;;;;;;;;;;x;;
# Country Modifiers ;;;;;;;;;;;;;;x;;
##################################################;;;;;;;;;;;;;;x;;
## IRQ ##;;;;;;;;;;;;;;x;;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x;;
## PER ##;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;; however, they were crushed by the regime, resulting in some protesters being shot and killed. Draft-dodging had become a serious problem, and the Revolutionary Guards and police set up roadblocks throughout cities to capture those who tried to evade conscription.;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x;;
## USA ##;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x;;
