#CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGESE;RUSSIAN;FINNISH;x
EVTNAME354008;Anti-Vietnam War Demonstrations;;;;;;;;;;;;;x
EVTDESC354008;Several anti war demonstrations occured all troughout the country today, people have begun to think we shouldn't be involved in Vietnam anymore. This will surely affect our popularity negatively amongst the population.;;;;;;;;;;;;;x
EVTOPTA354008;Darn!;;;;;;;;;;;;;x
EVTNAME354009;Anti-Vietnam War demonstrations turn into a riot;;;;;;;;;;;;;x
EVTDESC354009;Previously peaceful demonstrations have turned into riots today as thousands took to the streets to protest against our involvement in Vietnam.;;;;;;;;;;;;;x
EVTOPTA354009;This is horrible!;;;;;;;;;;;;;x
EVTNAME354010;Anti-Vietnam War Rallies;;;;;;;;;;;;;x
EVTDESC354010;Several thousand rallied agaisnt the war in Vietnam today. Most were peaceful, but it seems the more we stay involved in the region, the more resistance we get from our homefront. This will surely erode our popularity and prestige.;;;;;;;;;;;;;x
EVTOPTA354010;;;;;;;;;;;;;;x
EVTNAME354011;;;;;;;;;;;;;;x
EVTDESC354011;;;;;;;;;;;;;;x
EVTOPTA354011;;;;;;;;;;;;;;x
EVTNAME354012;;;;;;;;;;;;;;x
EVTDESC354012;;;;;;;;;;;;;;x
EVTOPTA354012;;;;;;;;;;;;;;x
EVTNAME354013;;;;;;;;;;;;;;x
EVTDESC354013;;;;;;;;;;;;;;x
EVTOPTA354013;;;;;;;;;;;;;;x
EVTNAME354014;;;;;;;;;;;;;;x
EVTDESC354014;;;;;;;;;;;;;;x
EVTOPTA354014;;;;;;;;;;;;;;x
EVTOPTB354014;;;;;;;;;;;;;;x
EVTNAME354015;;;;;;;;;;;;;;x
EVTDESC354015;;;;;;;;;;;;;;x
EVTOPTA354015;;;;;;;;;;;;;;x
EVTOPTB354015;;;;;;;;;;;;;;x
EVTNAME151018;The Situation in Vietnam;;;;;;;;;;;;;x
EVTDESC151018;We could help North Vietnam by sending them supplies and materials to help in their war effort agaisnt the South. We could also get involved militarily, but that would surely increase tensions with the western world dramatically.;;;;;;;;;;;;;x
EVTOPTA151018;Intervene Militarily;;;;;;;;;;;;;x
EVTOPTB151018;Send supplies;;;;;;;;;;;;;x
EVTOPTC151018;We must not get entangled in another war;;;;;;;;;;;;;x
EVTNAME152011;The Situation in Vietnam;;;;;;;;;;;;;x
EVTDESC152011;We could help South Vietnam by sending them supplies and materials to help in their war effort agaisnt the North. We could also get involved militarily, but that would surely increase tensions with the soviet block dramatically.;;;;;;;;;;;;;x
EVTOPTA152011;Intervene Militarily;;;;;;;;;;;;;x
EVTOPTB152011;Send supplies;;;;;;;;;;;;;x
EVTOPTC152011;We must not get entangled in another war;;;;;;;;;;;;;x
EVTNAME181007;The Situation in Vietnam;;;;;;;;;;;;;x
EVTDESC181007;We could help South Vietnam by sending them supplies and materials to help in their war effort agaisnt the North. We could also get involved militarily, but that would surely increase tensions with the soviet block dramatically.;;;;;;;;;;;;;x
EVTOPTA181007;Intervene Militarily;;;;;;;;;;;;;x
EVTOPTB181007;Send supplies;;;;;;;;;;;;;x
EVTOPTC181007;We must not get entangled in another war;;;;;;;;;;;;;x
EVTNAME194030;The Situation in Vietnam;;;;;;;;;;;;;x
EVTDESC194030;We could help South Vietnam by sending them supplies and materials to help in their war effort agaisnt the North. We could also get involved militarily, but that would surely increase tensions with the soviet block dramatically.;;;;;;;;;;;;;x
EVTOPTA194030;Intervene Militarily;;;;;;;;;;;;;x
EVTOPTB194030;Send supplies;;;;;;;;;;;;;x
EVTOPTC194030;We must not get entangled in another war;;;;;;;;;;;;;x
EVTNAME326005;The Situation in Vietnam;;;;;;;;;;;;;x
EVTDESC326005;We could help North Vietnam by sending them supplies and materials to help in their war effort agaisnt the South. We could also get involved militarily, but that would surely increase tensions with the western world dramatically.;;;;;;;;;;;;;x
EVTOPTA326005;Intervene Militarily;;;;;;;;;;;;;x
EVTOPTB326005;Send supplies;;;;;;;;;;;;;x
EVTOPTC326005;We must not get entangled in another war;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
