#CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGESE;RUSSIAN;FINNISH;x
EVTDESC700163; $FROMCOUNTRY$ que atacó a la zona de defensa de la OTAN ha sido vencido;el enemigo que atacó a la zona de defensa dla OTAN ha sido vencido;el enemigo que atacó a la zona de defensa dla OTAN ha sido vencido;el enemigo que atacó a la zona de defensa dla OTAN ha sido vencido;el enemigo que atacó a la zona de defensa dla OTAN ha sido vencido;el enemigo que atacó a la zona de defensa dla OTAN ha sido vencido;el enemigo que atacó a la zona de defensa dla OTAN ha sido vencido;el enemigo que atacó a la zona de defensa dla OTAN ha sido vencido;el enemigo que atacó a la zona de defensa dla OTAN ha sido vencido;el enemigo que atacó a la zona de defensa dla OTAN ha sido vencido;;;;x
EVTOPTA700163;Okay;Okay;Okay;Okay;Okay;Okay;Okay;Okay;Okay;Okay;;;;x
EVTNAME700172;Intervencion militar dla OTAN contra $FROMCOUNTRY$;Intervencion militar dla OTAN contra $FROMCOUNTRY$;Intervencion militar dla OTAN contra $FROMCOUNTRY$;Intervencion militar dla OTAN contra $FROMCOUNTRY$;Intervencion militar dla OTAN contra $FROMCOUNTRY$;Intervencion militar dla OTAN contra $FROMCOUNTRY$;Intervencion militar dla OTAN contra $FROMCOUNTRY$;Intervencion militar dla OTAN contra $FROMCOUNTRY$;Intervencion militar dla OTAN contra $FROMCOUNTRY$;Intervencion militar dla OTAN contra $FROMCOUNTRY$;;;;x
EVTDESC700172;la OTAN decide intervenir militarmente contra $FROMCOUNTRY$ ante el serio peligro para el equilibrio de la zona;la OTAN decide intervenir militarmente contra $FROMCOUNTRY$ ante el serio peligro para el equilibrio de la zona;la OTAN decide intervenir militarmente contra $FROMCOUNTRY$ ante el serio peligro para el equilibrio de la zona;la OTAN decide intervenir militarmente contra $FROMCOUNTRY$ ante el serio peligro para el equilibrio de la zona;la OTAN decide intervenir militarmente contra $FROMCOUNTRY$ ante el serio peligro para el equilibrio de la zona;la OTAN decide intervenir militarmente contra $FROMCOUNTRY$ ante el serio peligro para el equilibrio de la zona;la OTAN decide intervenir militarmente contra $FROMCOUNTRY$ ante el serio peligro para el equilibrio de la zona;la OTAN decide intervenir militarmente contra $FROMCOUNTRY$ ante el serio peligro para el equilibrio de la zona;la OTAN decide intervenir militarmente contra $FROMCOUNTRY$ ante el serio peligro para el equilibrio de la zona;la OTAN decide intervenir militarmente contra $FROMCOUNTRY$ ante el serio peligro para el equilibrio de la zona;;;;x
EVTOPTA700172;Okay;Okay;Okay;Okay;Okay;Okay;Okay;Okay;Okay;Okay;;;;x
EVTNAME700173;la OTAN interviene en defensa de uno de sus aliados;la OTAN interviene en defensa de uno de sus aliados;la OTAN interviene en defensa de uno de sus aliados;la OTAN interviene en defensa de uno de sus aliados;la OTAN interviene en defensa de uno de sus aliados;la OTAN interviene en defensa de uno de sus aliados;la OTAN interviene en defensa de uno de sus aliados;la OTAN interviene en defensa de uno de sus aliados;la OTAN interviene en defensa de uno de sus aliados;la OTAN interviene en defensa de uno de sus aliados;;;;x
EVTDESC700173;Tras la agresión militar que sufrio uno de sus aliados, la OTAN ha decidido tomar cartas en el asunto y atacar sin dilacion;Tras la agresión militar que sufrio uno de sus aliados, la OTAN ha decidido tomar cartas en el asunto y atacar sin dilacion;Tras la agresión militar que sufrio uno de sus aliados, la OTAN ha decidido tomar cartas en el asunto y atacar sin dilacion;Tras la agresión militar que sufrio uno de sus aliados, la OTAN ha decidido tomar cartas en el asunto y atacar sin dilacion;Tras la agresión militar que sufrio uno de sus aliados, la OTAN ha decidido tomar cartas en el asunto y atacar sin dilacion;Tras la agresión militar que sufrio uno de sus aliados, la OTAN ha decidido tomar cartas en el asunto y atacar sin dilacion;Tras la agresión militar que sufrio uno de sus aliados, la OTAN ha decidido tomar cartas en el asunto y atacar sin dilacion;Tras la agresión militar que sufrio uno de sus aliados, la OTAN ha decidido tomar cartas en el asunto y atacar sin dilacion;Tras la agresión militar que sufrio uno de sus aliados, la OTAN ha decidido tomar cartas en el asunto y atacar sin dilacion;Tras la agresión militar que sufrio uno de sus aliados, la OTAN ha decidido tomar cartas en el asunto y atacar sin dilacion;;;;x
EVTOPTA700173;Okay;Okay;Okay;Okay;Okay;Okay;Okay;Okay;Okay;Okay;;;;x
EVTNAME700180;la OTAN levanta el embargo;la OTAN levanta el embargo;la OTAN levanta el embargo;la OTAN levanta el embargo;la OTAN levanta el embargo;la OTAN levanta el embargo;la OTAN levanta el embargo;la OTAN levanta el embargo;la OTAN levanta el embargo;la OTAN levanta el embargo;;;;x
EVTDESC700180;la OTAN levanta el embargo de armas y nuclear contra tu pais;la OTAN levanta el embargo de armas y nuclear contra tu pais;la OTAN levanta el embargo de armas y nuclear contra tu pais;la OTAN levanta el embargo de armas y nuclear contra tu pais;la OTAN levanta el embargo de armas y nuclear contra tu pais;la OTAN levanta el embargo de armas y nuclear contra tu pais;la OTAN levanta el embargo de armas y nuclear contra tu pais;la OTAN levanta el embargo de armas y nuclear contra tu pais;la OTAN levanta el embargo de armas y nuclear contra tu pais;la OTAN levanta el embargo de armas y nuclear contra tu pais;;;;x
EVTOPTA700180;Okay;Okay;Okay;Okay;Okay;Okay;Okay;Okay;Okay;Okay;;;;x
EVTNAME700182;la OTAN impone un embargo completo contra $FROMCOUNTRY$;la OTAN impone un embargo completo contra $FROMCOUNTRY$;la OTAN impone un embargo completo contra $FROMCOUNTRY$;la OTAN impone un embargo completo contra $FROMCOUNTRY$;la OTAN impone un embargo completo contra $FROMCOUNTRY$;la OTAN impone un embargo completo contra $FROMCOUNTRY$;la OTAN impone un embargo completo contra $FROMCOUNTRY$;la OTAN impone un embargo completo contra $FROMCOUNTRY$;la OTAN impone un embargo completo contra $FROMCOUNTRY$;la OTAN impone un embargo completo contra $FROMCOUNTRY$;;;;x
EVTDESC700182;la OTAN en su intencion de evitar una guerra con fines pacificos recurre a someter a $FROMCOUNTRY$ a un embargo de armas y nuclear;la OTAN en su intencion de evitar una guerra con fines pacificos recurre a someter a $FROMCOUNTRY$ a un embargo de armas y nuclear;la OTAN en su intencion de evitar una guerra con fines pacificos recurre a someter a $FROMCOUNTRY$ a un embargo de armas y nuclear;la OTAN en su intencion de evitar una guerra con fines pacificos recurre a someter a $FROMCOUNTRY$ a un embargo de armas y nuclear;la OTAN en su intencion de evitar una guerra con fines pacificos recurre a someter a $FROMCOUNTRY$ a un embargo de armas y nuclear;la OTAN en su intencion de evitar una guerra con fines pacificos recurre a someter a $FROMCOUNTRY$ a un embargo de armas y nuclear;la OTAN en su intencion de evitar una guerra con fines pacificos recurre a someter a $FROMCOUNTRY$ a un embargo de armas y nuclear;la OTAN en su intencion de evitar una guerra con fines pacificos recurre a someter a $FROMCOUNTRY$ a un embargo de armas y nuclear;la OTAN en su intencion de evitar una guerra con fines pacificos recurre a someter a $FROMCOUNTRY$ a un embargo de armas y nuclear;la OTAN en su intencion de evitar una guerra con fines pacificos recurre a someter a $FROMCOUNTRY$ a un embargo de armas y nuclear;;;;x
EVTOPTA700182;Okay;Okay;Okay;Okay;Okay;Okay;Okay;Okay;Okay;Okay;;;;x
EVTNAME700197;Intervencion militar del Pacto de Varsovia contra nuestro país;;;;;;;;;;;;;x
EVTDESC700197;El Pacto de Varsovia decide intervenir militarmente contra nosotros por suponer que somos un serio peligro para el equilibrio de la zona;;;;;;;;;;;;;x
EVTOPTA700197;maldición;;;;;;;;;;;;;x
EVTNAME700198;El Pacto de Varsovia nos impone un embargo completo;;;;;;;;;;;;;
EVTDESC700198;El Pacto de Varsovia en su intencion de evitar una guerra con fines pacificos recurre a someter a nuestro país a un embargo de armas y nuclear;;;;;;;;;;;;;
EVTOPTA700198;maldición;;;;;;;;;;;;;
EVTNAME700199;La OTAN aplasta a $FROMCOUNTRY$;;;;;;;;;;;;;
EVTDESC700199;$FROMCOUNTRY$ que atacó  la zona de defensa del Pacto de Varsovia ha sido vencido;;;;;;;;;;;;;
EVTOPTA700199;Okay;;;;;;;;;;;;;
EVTNAME700200;La OTAN viene en defensa de su aliado;;;;;;;;;;;;;
EVTDESC700200;La OTAN estan preparandose para intervenir contra nosotros;;;;;;;;;;;;;
EVTOPTA700200;maldición;;;;;;;;;;;;;
EVTNAME700201;La OTAN viene en defensa de su aliado contra $FROMCOUNTRY$;;;;;;;;;;;;;
EVTDESC700201;LA OTAN está preparandose para intervenir contra $FROMCOUNTRY$;;;;;;;;;;;;;
EVTOPTA700201;maldición;;;;;;;;;;;;;
