#CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGESE;RUSSIAN;FINNISH;x;;
##################################################;;;;;;;;;;;;;;x
# RYAN'S NEW CODE ;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
social_democrat_idolg_ALB;PSSh;PSSh;PSSh;;PSSh;;;;;;;;;x
left_wing_radical_idolg_ALB;PLPSh;PLPSh;PLPSh;;PLPSh;;;;;;;;;x
maoist_idolg_ALB;PKSh;PKSh;PKSh;;PKSh;;;;;;;;;x
communist_idolg_ALB;PPSh;PPSh;PPSh;;PPSh;;;;;;;;;x
fascistic_idolg_ALG;El-Infitah Movement;;;;;;;;;;;;;x
paternal_auto_idolg_ALG;Algerian National Front;;;;;;;;;;;;;x
social_cons_idolg_ALG;Movement of Society for Peace;;;;;;;;;;;;;x
market_liberal_idolg_ALG;National Rally for Democracy;;;;;;;;;;;;;x
social_liberal_idolg_ALG;Rally for Culture and Democracy;;;;;;;;;;;;;x
social_democrat_idolg_ALG;Socialist Forces Front;;;;;;;;;;;;;x
left_wing_radical_idolg_ALG;Front of Socialist Forces;;;;;;;;;;;;;x
maoist_idolg_ALG;Socialist Workers Party;;;;;;;;;;;;;x
communist_idolg_ALG;Workers' Party;;;;;;;;;;;;;x
fascistic_idolg_ANG;UNITA;;;;;;;;;;;;;x
paternal_auto_idolg_ANG;National Liberation Front of Angola;;;;;;;;;;;;;x
social_cons_idolg_ANG;Social Renewal Party;;;;;;;;;;;;;x
market_liberal_idolg_ANG;Angolan National Democratic Party;;;;;;;;;;;;;x
social_liberal_idolg_ANG;Liberal Democratic Party;;;;;;;;;;;;;x
social_democrat_idolg_ANG;Social Democratic Party;;;;;;;;;;;;;x
left_wing_radical_idolg_ANG;MPLA;;;;;;;;;;;;;x
maoist_idolg_ANG;Communist Organization of Angola;;;;;;;;;;;;;x
communist_idolg_ANG;Angolan Communist Party;;;;;;;;;;;;;x
fascistic_idolg_ARA;Fascist Front;;;;;;;;;;;;;x
paternal_auto_idolg_ARA;Democratic Republican Party;;;;;;;;;;;;;x
social_cons_idolg_ARA;Democratic Justice Party;;;;;;;;;;;;;x
market_liberal_idolg_ARA;Liberal Party;;;;;;;;;;;;;x
social_liberal_idolg_ARA;Democratic Party;;;;;;;;;;;;;x
social_democrat_idolg_ARA;Democratic Labor Party;;;;;;;;;;;;;x
left_wing_radical_idolg_ARA;People's Party;;;;;;;;;;;;;x
maoist_idolg_ARA;Workers' Party;;;;;;;;;;;;;x
communist_idolg_ARA;Communist Party;;;;;;;;;;;;;x
fascistic_idolg_ARG;Frente Justicialista;Frente Justicialista;Frente Justicialista;;Frente Justicialista;;;;;;;;;x
paternal_auto_idolg_ARG;Partido Justicialista;Partido Justicialista;Partido Justicialista,;;Partido Justicialista,;;;;;;;;;x
social_cons_idolg_ARG;Partido Demócrata Cristiano;Partido Demócrata Cristiano;Partido Demócrata Cristiano;;Partido Demócrata Cristiano;;;;;;;;;x
market_liberal_idolg_ARG;Partido Nacional;Partido Nacional;Partido Nacional;;Partido Nacional;;;;;;;;;x
social_liberal_idolg_ARG;Frente para la Victoria;Frente para la Victoria;Frente para la Victoria;;Frente para la Victoria;;;;;;;;;x
social_democrat_idolg_ARG;Partido Socialista;Partido Socialista;Partido Socialista;;Partido Socialista;;;;;;;;;x
left_wing_radical_idolg_ARG;Unión Cívica Radical;Unión Cívica Radical;Unión Cívica Radical;;Unión Cívica Radical;;;;;;;;;x
maoist_idolg_ARG;Partido Obrero;Partido Obrero;Partido Obrero;;Partido Obrero;;;;;;;;;x
communist_idolg_ARG;Partido Comunista de la Argentina;Partido Comunista de la Argentina;Partido Comunista de la Argentina;;Partido Comunista de la Argentina;;;;;;;;;x
fascistic_idolg_ARM;Armenian Aryan Union;;;;;;;;;;;;;x
paternal_auto_idolg_ARM;National conservatism;;;;;;;;;;;;;x
social_cons_idolg_ARM;Rule of Law;;;;;;;;;;;;;x
market_liberal_idolg_ARM;Prosperous Armenia;;;;;;;;;;;;;x
social_liberal_idolg_ARM;Democratic Party of Armenia;;;;;;;;;;;;;x
social_democrat_idolg_ARM;Heritage;;;;;;;;;;;;;x
left_wing_radical_idolg_ARM;People's Party of Armenia;;;;;;;;;;;;;x
maoist_idolg_ARM;Armenian Revolutionary Federation;;;;;;;;;;;;;x
communist_idolg_ARM;Armenian Communist Party;;;;;;;;;;;;;x
fascistic_idolg_ARU;Aruban Patriotic Party;;;;;;;;;;;;;x
paternal_auto_idolg_ARU;Christian Union of Aruba;;;;;;;;;;;;;x
social_cons_idolg_ARU;Aruban People's Party;;;;;;;;;;;;;x
market_liberal_idolg_ARU;Aruban Liberal Organization;;;;;;;;;;;;;x
social_liberal_idolg_ARU;Real Democracy Party;;;;;;;;;;;;;x
social_democrat_idolg_ARU;People's Electoral Movement;;;;;;;;;;;;;x
left_wing_radical_idolg_ARU;Concentration for the Liberation of Aruba;;;;;;;;;;;;;x
maoist_idolg_ARU;Aruban Communist Party;;;;;;;;;;;;;x
communist_idolg_ARU;Communist Party of Aruba;;;;;;;;;;;;;x
fascistic_idolg_AST;Australian Union of Fascists;Union australienne fasciste;Australische faschistische Union;;Unión Australiana de Fascistas;;;;;;;;;x
paternal_auto_idolg_AST;Country Party;Parti national;Bauernpartei;;Partido Campesino;;;;;;;;;x
social_cons_idolg_AST;Liberal and Country League;Ligue libérale et nationale;liberlae Bauern;;Liga Campesina Liberal;;;;;;;;;x
market_liberal_idolg_AST;United Australia Party;Parti australien uni;Vereinte australische Partei;;Partido Unido de Australia;;;;;;;;;x
social_liberal_idolg_AST;Douglas Credit Party;Parti de Douglas;Douglas Credit Party;;Partido Douglas Credit;;;;;;;;;x
social_democrat_idolg_AST;Labor Party;Parti travailliste;Arbeiterpartei;;Partido Laborista;;;;;;;;;x
left_wing_radical_idolg_AST;Movement Against War and Fascism;Mouvement contre la guerre et le fascisme;Bewegung gegen Krieg und Faschismus;;Movimiento Contra la Guerra y el Fascismo;;;;;;;;;x
maoist_idolg_AST;State Labor Party;Parti travailliste d’État;Staatliche Arbeiter Partei;;Partido Laborista Estatal;;;;;;;;;x
communist_idolg_AST;Communist Party of Australia;Parti communiste australien;kommunistische Partei Australiens;;Partido Comunista de Australia;;;;;;;;;x
fascistic_idolg_AUS;VF;VF;VF;;VF;;;;;;;;;x
paternal_auto_idolg_AUS;GDVP;GDVP;GDVP;;GDVP;;;;;;;;;x
social_cons_idolg_AUS;CSP;CSP;CSP;;CSP;;;;;;;;;x
market_liberal_idolg_AUS;Landbund;Landbund;Landbund;;Landbund;;;;;;;;;x
social_liberal_idolg_AUS;ÖSLP;ÖSLP;ÖSLP;;ÖSLP;;;;;;;;;x
social_democrat_idolg_AUS;SDAPÖ;SDAPÖ;SDAPÖ;;SDAPÖ;;;;;;;;;x
left_wing_radical_idolg_AUS;Schutzbund;Schutzbund;Schutzbund;;Schutzbund;;;;;;;;;x
maoist_idolg_AUS;MLPÖ;SDAPÖ;MLPÖ;;MLPÖ;;;;;;;;;x
communist_idolg_AUS;KPDÖ;Schutzbund;KPDÖ;;KPDÖ;;;;;;;;;x
fascistic_idolg_AZB;Motherland Party;;;;;;;;;;;;;x
paternal_auto_idolg_AZB;Civic Solidarity Party;;;;;;;;;;;;;x
social_cons_idolg_AZB;Democratic Azerbaijan's World;;;;;;;;;;;;;x
market_liberal_idolg_AZB;Azerbaijan Liberal Party;;;;;;;;;;;;;x
social_liberal_idolg_AZB;Musavat;;;;;;;;;;;;;x
social_democrat_idolg_AZB;New Azerbaijan Party;;;;;;;;;;;;;x
left_wing_radical_idolg_AZB;People's Party of Azerbaijan;;;;;;;;;;;;;x
maoist_idolg_AZB;Reformist Communist Party of Azerbaijan;;;;;;;;;;;;;x
communist_idolg_AZB;Communist Party of Azerbaijan;;;;;;;;;;;;;x
fascistic_idolg_BAH;National Justice Movement;;;;;;;;;;;;;x
paternal_auto_idolg_BAH;Al Menbar;;;;;;;;;;;;;x
social_cons_idolg_BAH;Al Asalah;;;;;;;;;;;;;x
market_liberal_idolg_BAH;Economists Bloc;;;;;;;;;;;;;x
social_liberal_idolg_BAH;Al Meethaq;;;;;;;;;;;;;x
social_democrat_idolg_BAH;Democratic Progressive Tribune;;;;;;;;;;;;;x
left_wing_radical_idolg_BAH;People's Party of Bahrain;;;;;;;;;;;;;x
maoist_idolg_BAH;Reformist Communist Party of Bahrain;;;;;;;;;;;;;x
communist_idolg_BAH;Popular Front for the Liberation of Bahrain;;;;;;;;;;;;;x
fascistic_idolg_BAR;Barbados National Party;;;;;;;;;;;;;x
paternal_auto_idolg_BAR;Clement Payne Movement;;;;;;;;;;;;;x
social_cons_idolg_BAR;Democratic Labor Party;;;;;;;;;;;;;x
market_liberal_idolg_BAR;National Democratic Party;;;;;;;;;;;;;x
social_liberal_idolg_BAR;People's Democratic Congress;;;;;;;;;;;;;x
social_democrat_idolg_BAR;Barbados Labor Party;;;;;;;;;;;;;x
left_wing_radical_idolg_BAR;People's Political Alliance;;;;;;;;;;;;;x
maoist_idolg_BAR;People's Empowerment Party;;;;;;;;;;;;;x
communist_idolg_BAR;Worker's Party of Barbados;;;;;;;;;;;;;x
fascistic_idolg_BEL;Rex;Rex;Rex;;Rex;;;;;;;;;x
paternal_auto_idolg_BEL;VNV;VNV;VNV;;VNV;;;;;;;;;x
social_cons_idolg_BEL;Katholieke Unie-Union Catholique;Katholieke Unie-Union Catholique;Katholieke Unie-Union Catholique;;Katholieke Unie-Union Catholique;;;;;;;;;x
market_liberal_idolg_BEL;Liberale Partij-Parti Libéral;Liberale Partij-Parti Libéral;Liberale Partij-Parti Libéral;;Liberale Partij-Parti Libéral;;;;;;;;;x
social_liberal_idolg_BEL;Afgescheurde Liberalen-Libéraux Déchirés;Afgescheurde Liberalen-Libéraux Déchirés;Afgescheurde Liberalen-Libéraux Déchirés;;Afgescheurde Liberalen-Libéraux Déchirés;;;;;;;;;x
social_democrat_idolg_BEL;BWP-BOP;BWP-BOP;BWP-BOP;;BWP-BOP;;;;;;;;;x
left_wing_radical_idolg_BEL;Rev.Soc.Actie-Action Soc.Rev.;Rev.Soc.Actie-Action Soc.Rev.;Rev.Soc.Actie-Action Soc.Rev.;;Rev.Soc.Actie-Action Soc.Rev.;;;;;;;;;x
maoist_idolg_BEL;Lijst Van Overstraeten-Liste Van Overstraeten;Lijst Van Overstraeten-Liste Van Overstraeten;Lijst Van Overstraeten-Liste Van Overstraeten;;Lijst Van Overstraeten-Liste Van Overstraeten;;;;;;;;;x
communist_idolg_BEL;KPB-PCB;KPB-PCB;KPB-PCB;;KPB-PCB;;;;;;;;;x
fascistic_idolg_BEN;Fascist Front;;;;;;;;;;;;;x
paternal_auto_idolg_BEN;Democratic Republican Party;;;;;;;;;;;;;x
social_cons_idolg_BEN;Democratic Justice Party;;;;;;;;;;;;;x
market_liberal_idolg_BEN;Liberal Party;;;;;;;;;;;;;x
social_liberal_idolg_BEN;Democratic Party;;;;;;;;;;;;;x
social_democrat_idolg_BEN;Democratic Labor Party;;;;;;;;;;;;;x
left_wing_radical_idolg_BEN;People's Party;;;;;;;;;;;;;x
maoist_idolg_BEN;Workers' Party;;;;;;;;;;;;;x
communist_idolg_BEN;Communist Party;;;;;;;;;;;;;x
fascistic_idolg_BGL;Bangladesh Nationalist Party;;;;;;;;;;;;;x
paternal_auto_idolg_BGL;Jatiya Party;;;;;;;;;;;;;x
social_cons_idolg_BGL;Manju;;;;;;;;;;;;;x
market_liberal_idolg_BGL;Bangladesh democratic party;;;;;;;;;;;;;x
social_liberal_idolg_BGL;Liberal Democratic Party;;;;;;;;;;;;;x
social_democrat_idolg_BGL;Bangladesh Awami League;;;;;;;;;;;;;x
left_wing_radical_idolg_BGL;Krishak Sramik Janata League;;;;;;;;;;;;;x
maoist_idolg_BGL;Socialist Party of Bangladesh;;;;;;;;;;;;;x
communist_idolg_BGL;Communist Party of Bangladesh;;;;;;;;;;;;;x
fascistic_idolg_BHM;Bahamian Fascist League;;;;;;;;;;;;;x
paternal_auto_idolg_BHM;United Bahamian Party;;;;;;;;;;;;;x
social_cons_idolg_BHM;Democratic National Alliance;;;;;;;;;;;;;x
market_liberal_idolg_BHM;Free National Movement;;;;;;;;;;;;;x
social_liberal_idolg_BHM;Progressive Liberal Party;;;;;;;;;;;;;x
social_democrat_idolg_BHM;Social Democratic Party;;;;;;;;;;;;;x
left_wing_radical_idolg_BHM;Labor Party;;;;;;;;;;;;;x
maoist_idolg_BHM;Vanguard Nationalist and Socialist Party;;;;;;;;;;;;;x
communist_idolg_BHM;Workers' Party;;;;;;;;;;;;;x
fascistic_idolg_BHU;Bhutan Fascist League;Ligue fasciste du Bhoutan;Faschistische Liga Bhutan;;Liga Fascista de Bután;;;;;;;;;x
paternal_auto_idolg_BHU;Bhutan Peace and Prosperity Party;Parti de la paix et de la prospérité du Bhoutan;Friedens- und Wohlstandspartei Bhutans;;Partido de la Paz y la Prosperidad de Bután;;;;;;;;;x
social_cons_idolg_BHU;Bhutan Conservative Party;Parti conservateur du Bhoutan;Konservative Partei Bhutans;;Partido Conservador de Bután;;;;;;;;;x
market_liberal_idolg_BHU;Bhutan National Democratic Party ;Parti national démocratique du Bhoutan;Nationaldemokratische Partei Bhutans;;Partido Nacional Demócrata de Bután ;;;;;;;;;x
social_liberal_idolg_BHU;Bhutan National Congress Party;Parti national du Congrès du Bhoutan;Nationalkongresspartei Bhutans;;Partido del Congreso Nacional de Bután;;;;;;;;;x
social_democrat_idolg_BHU;People's Democratic Party;Parti démocratique populaire;Demokratische Volkspartei;;Partido Democrátrico del Pueblo;;;;;;;;;x
left_wing_radical_idolg_BHU;Bhutan Peoples' Party;Parti du peuple du Bhoutan;Bhutanische Volkspartei;;Partido del Pueblo de Bután;;;;;;;;;x
maoist_idolg_BHU;Bhutan Communist Party;Parti communiste du Bhoutan;Kommunistische Partei Bhutans;;Partido Comunista de Bután;;;;;;;;;x
communist_idolg_BHU;Communist Party of Bhutan;Parti communiste bhoutanais;Kommunistische Partei von Bhutan;;Partido Comunista de Bután;;;;;;;;;x
fascistic_idolg_BIF;Fascist Front;;;;;;;;;;;;;x
paternal_auto_idolg_BIF;Democratic Republican Party;;;;;;;;;;;;;x
social_cons_idolg_BIF;Democratic Justice Party;;;;;;;;;;;;;x
market_liberal_idolg_BIF;Liberal Party;;;;;;;;;;;;;x
social_liberal_idolg_BIF;Democratic Party;;;;;;;;;;;;;x
social_democrat_idolg_BIF;Democratic Labor Party;;;;;;;;;;;;;x
left_wing_radical_idolg_BIF;People's Party;;;;;;;;;;;;;x
maoist_idolg_BIF;Workers' Party;;;;;;;;;;;;;x
communist_idolg_BIF;Communist Party;;;;;;;;;;;;;x
fascistic_idolg_BKN;PNP;;;;;;;;;;;;;x
paternal_auto_idolg_BKN;PAREN;;;;;;;;;;;;;x
social_cons_idolg_BKN;RDR;;;;;;;;;;;;;x
market_liberal_idolg_BKN;FDS;;;;;;;;;;;;;x
social_liberal_idolg_BKN;PAI;;;;;;;;;;;;;x
social_democrat_idolg_BKN;CDS;;;;;;;;;;;;;x
left_wing_radical_idolg_BKN;PDS;;;;;;;;;;;;;x
maoist_idolg_BKN;GCB;;;;;;;;;;;;;x
communist_idolg_BKN;PCRV;;;;;;;;;;;;;x
fascistic_idolg_BLR;Liberal Democratic Party;;;;;;;;;;;;;x
paternal_auto_idolg_BLR;Belaya Rus;;;;;;;;;;;;;x
social_cons_idolg_BLR;BPF;;;;;;;;;;;;;x
market_liberal_idolg_BLR;Democratic Centrist Coalition;;;;;;;;;;;;;x
social_liberal_idolg_BLR;Republic;;;;;;;;;;;;;x
social_democrat_idolg_BLR;Republican Party of Labor and Justice;;;;;;;;;;;;;x
left_wing_radical_idolg_BLR;Belarusian Socialist Sporting Party;;;;;;;;;;;;;x
maoist_idolg_BLR;Agrarian Party;;;;;;;;;;;;;x
communist_idolg_BLR;Communist Party of Belarus;;;;;;;;;;;;;x
fascistic_idolg_BLZ;Belizian Fascist League;;;;;;;;;;;;;x
paternal_auto_idolg_BLZ;United Belizian Party;;;;;;;;;;;;;x
social_cons_idolg_BLZ;UDP;;;;;;;;;;;;;x
market_liberal_idolg_BLZ;PUP;;;;;;;;;;;;;x
social_liberal_idolg_BLZ;National Party;;;;;;;;;;;;;x
social_democrat_idolg_BLZ;DALP;;;;;;;;;;;;;x
left_wing_radical_idolg_BLZ;Belizian Peoples' Party;;;;;;;;;;;;;x
maoist_idolg_BLZ;PAC;;;;;;;;;;;;;x
communist_idolg_BLZ;Communist Party of Belize;;;;;;;;;;;;;x
fascistic_idolg_BOL;Falange Socialista Boliviana;Falange Socialista Boliviana;Falange Socialista Boliviana;;Falange Socialista Boliviana;;;;;;;;;x
paternal_auto_idolg_BOL;Nueva Fuerza Republicana;Nueva Fuerza Republicana;Nueva Fuerza Republicana;;Nueva Fuerza Republicana;;;;;;;;;x
social_cons_idolg_BOL;Unidad Cívica Solidaridad;Unidad Cívica Solidaridad;Unidad Cívica Solidaridad;;Unidad Cívica Solidaridad;;;;;;;;;x
market_liberal_idolg_BOL;Partido Liberal;Partido Liberal;Partido Liberal;;Partido Liberal;;;;;;;;;x
social_liberal_idolg_BOL;Movimiento Nacionalista Revolucionario;Movimiento Nacionalista Revolucionario;Movimiento Nacionalista Revolucionario;;Movimiento Nacionalista Revolucionario;;;;;;;;;x
social_democrat_idolg_BOL;Partido Socialista;Partido Socialista;Partido Socialista;;Partido Socialista;;;;;;;;;x
left_wing_radical_idolg_BOL;Partido Obrero Revolucionario;Partido Obrero Revolucionario;Partido Obrero Revolucionario;;Partido Obrero Revolucionario;;;;;;;;;x
maoist_idolg_BOL;Partido de la Izquierda Revolucionaria;Partido de la Izquierda Revolucionaria;Partido de la Izquierda Revolucionaria;;Partido de la Izquierda Revolucionaria;;;;;;;;;x
communist_idolg_BOL;Partido Comunista de Bolivia;Partido Comunista de Bolivia;Partido Comunista de Bolivia;;Partido Comunista de Bolivia;;;;;;;;;x
fascistic_idolg_BOS;Fascist Front;;;;;;;;;;;;;x
paternal_auto_idolg_BOS;Democratic Republican Party;;;;;;;;;;;;;x
social_cons_idolg_BOS;Democratic Justice Party;;;;;;;;;;;;;x
market_liberal_idolg_BOS;Liberalno Demokratska Stranka Bosne i Hercegovine;;;;;;;;;;;;;x
social_liberal_idolg_BOS;Liberalna Demokratska Stranka;;;;;;;;;;;;;x
social_democrat_idolg_BOS;Socijaldemokratska Partija Bosne i Hercegovine;;;;;;;;;;;;;x
left_wing_radical_idolg_BOS;Bosanska Stranka;;;;;;;;;;;;;x
maoist_idolg_BOS;Socijalisti?ka Partija Republike Srpske;;;;;;;;;;;;;x
communist_idolg_BOS;Radni?ko-komunisti?ka Partija Bosne i Hercegovine;;;;;;;;;;;;;x
fascistic_idolg_BOT;Botswanian Fascist Front;;;;;;;;;;;;;x
paternal_auto_idolg_BOT;Botswana Peace and Prosperity Party;;;;;;;;;;;;;x
social_cons_idolg_BOT;Botswana Democratic Party;;;;;;;;;;;;;x
market_liberal_idolg_BOT;Botswana Movement for Democracy;;;;;;;;;;;;;x
social_liberal_idolg_BOT;Botswana Alliance Movement;;;;;;;;;;;;;x
social_democrat_idolg_BOT;Botswana Congress Party;;;;;;;;;;;;;x
left_wing_radical_idolg_BOT;International Socialist Organization;;;;;;;;;;;;;x
maoist_idolg_BOT;Botswana People's Party;;;;;;;;;;;;;x
communist_idolg_BOT;Marx, Engels, Lenin, Stalin Movement;;;;;;;;;;;;;x
fascistic_idolg_BRA;Ação Integralista Brasileira;Ação Integralista Brasileira;Ação Integralista Brasileira;;Ação Integralista Brasileira;;;;;;;;;x
paternal_auto_idolg_BRA;Estado Nôvo;Estado Nôvo;Estado Nôvo;;Estado Nôvo;;;;;;;;;x
social_cons_idolg_BRA;Partido de Representação Popular;Partido de Representação Popular;Partido de Representação Popular;;Partido de Representação Popular;;;;;;;;;x
market_liberal_idolg_BRA;União Democrática Nacional;União Democrática Nacional;União Democrática Nacional;;União Democrática Nacional;;;;;;;;;x
social_liberal_idolg_BRA;Partido Social Democrático;Partido Social Democrático;Partido Social Democrático;;Partido Social Democrático;;;;;;;;;x
social_democrat_idolg_BRA;Partido Trabalhista Brasileiro;Partido Trabalhista Brasileiro;Partido Trabalhista Brasileiro;;Partido Trabalhista Brasileiro;;;;;;;;;x
left_wing_radical_idolg_BRA;Partido Socialismo e Liberdade;Partido Socialismo e Liberdade;Partido Socialismo e Liberdade;;Partido Socialismo e Liberdade;;;;;;;;;x
maoist_idolg_BRA;Partido Comunista do Brasil;Partido Comunista do Brasil;Partido Comunista do Brasil;;Partido Comunista do Brasil;;;;;;;;;x
communist_idolg_BRA;Partido Comunista Brasileiro;Partido Comunista Brasileiro;Partido Comunista Brasileiro;;Partido Comunista Brasileiro;;;;;;;;;x
fascistic_idolg_BRD;UPRONA;;;;;;;;;;;;;x
paternal_auto_idolg_BRD;CNDD;;;;;;;;;;;;;x
social_cons_idolg_BRD;NCDD–FDD;;;;;;;;;;;;;x
market_liberal_idolg_BRD;FRODEBU;;;;;;;;;;;;;x
social_liberal_idolg_BRD;PARENA;;;;;;;;;;;;;x
social_democrat_idolg_BRD;MRC–Rurenzangemero;;;;;;;;;;;;;x
left_wing_radical_idolg_BRD;Burundi Socialist Front;;;;;;;;;;;;;x
maoist_idolg_BRD;Worker's Party of Burundi;;;;;;;;;;;;;x
communist_idolg_BRD;Communist Party of Burundi;;;;;;;;;;;;;x
fascistic_idolg_BRM;Bermuda Fascist League;;;;;;;;;;;;;x
paternal_auto_idolg_BRM;Bermuda Peace and Prosperity Party;;;;;;;;;;;;;x
social_cons_idolg_BRM;Progressive Labor Party;;;;;;;;;;;;;x
market_liberal_idolg_BRM;National Liberal Party;;;;;;;;;;;;;x
social_liberal_idolg_BRM;United Bermuda Party;;;;;;;;;;;;;x
social_democrat_idolg_BRM;Bermuda Democratic Alliance;;;;;;;;;;;;;x
left_wing_radical_idolg_BRM;People's Democratic Party;;;;;;;;;;;;;x
maoist_idolg_BRM;Bermuda Peoples' Party;;;;;;;;;;;;;x
communist_idolg_BRM;Bermuda Communist Party;;;;;;;;;;;;;x
fascistic_idolg_BRU;Brunei Fascist League;;;;;;;;;;;;;x
paternal_auto_idolg_BRU;PPKB;;;;;;;;;;;;;x
social_cons_idolg_BRU;NDP;;;;;;;;;;;;;x
market_liberal_idolg_BRU;Brunei Conservative Party;;;;;;;;;;;;;x
social_liberal_idolg_BRU;PAKAR;;;;;;;;;;;;;x
social_democrat_idolg_BRU;BNDP;;;;;;;;;;;;;x
left_wing_radical_idolg_BRU;People's Democratic Party;;;;;;;;;;;;;x
maoist_idolg_BRU;Parti Rakyat Brunei;;;;;;;;;;;;;x
communist_idolg_BRU;Brunei Communist Party;;;;;;;;;;;;;x
fascistic_idolg_BUL;IMRO;IMRO;IMRO;;IMRO;;;;;;;;;x
paternal_auto_idolg_BUL;Zveno;Zveno;Zveno;;Zveno;;;;;;;;;x
social_cons_idolg_BUL;Balgarski Zemedelski Naroden Sajuz;Balgarski Zemedelski Naroden Sajuz;Balgarski Zemedelski Naroden Sajuz;;Balgarski Zemedelski Naroden Sajuz;;;;;;;;;x
market_liberal_idolg_BUL;Demokraticheska partija;Demokraticheska partija;Demokraticheska partija;;Demokraticheska partija;;;;;;;;;x
social_liberal_idolg_BUL;Obedinena Narodnoprogresivna Partija;Obedinena Narodnoprogresivna Partija;Obedinena Narodnoprogresivna Partija;;Obedinena Narodnoprogresivna Partija;;;;;;;;;x
social_democrat_idolg_BUL;Partiya Balgarski Sotsialdemokrati;Partiya Balgarski Sotsialdemokrati;Partiya Balgarski Sotsialdemokrati;;Partiya Balgarski Sotsialdemokrati;;;;;;;;;x
left_wing_radical_idolg_BUL;Radikalna Partija;Radikalna Partija;Radikalna Partija;;Radikalna Partija;;;;;;;;;x
maoist_idolg_BUL;Tesnyatsi;Tesnyatsi;Tesnyatsi;;Tesnyatsi;;;;;;;;;x
communist_idolg_BUL;Balgarska Komunisticheska Partija;Balgarska Komunisticheska Partija;Balgarska Komunisticheska Partija;;Balgarska Komunisticheska Partija;;;;;;;;;x
fascistic_idolg_BUR;Burma Fascist League;;;;;;;;;;;;;x
paternal_auto_idolg_BUR;NUP;;;;;;;;;;;;;x
social_cons_idolg_BUR;Burma Conservative Party;;;;;;;;;;;;;x
market_liberal_idolg_BUR;ALD;;;;;;;;;;;;;x
social_liberal_idolg_BUR;DPNS;;;;;;;;;;;;;x
social_democrat_idolg_BUR;SNLD;;;;;;;;;;;;;x
left_wing_radical_idolg_BUR;MPP;;;;;;;;;;;;;x
maoist_idolg_BUR;Burma Peoples' Party;;;;;;;;;;;;;x
