#CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGESE;RUSSIAN;FINNISH;x
##################################################;;;;;;;;;;;;;;x
# Modifiers ;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Global #;;;;;;;;;;;;;;x
EVTDESC50211;A report from our military advisors reveals that the most recent round of call-ups in our draft has resulted in significantly more conscripts than originally projected. $MONARCHTITLE$, we have several options you can choose – you could integrate the surplus into additional military units, relieve them of duty and send them home, or put them to work on some public works projects. What shall we do?;;;;;;;;;;;;;x
EVTOPTA50211;The war effort needs more good men;;;;;;;;;;;;;x
EVTOPTB50211;Relieve them of duty and send them home;;;;;;;;;;;;;x
EVTOPTC50211;Put them to work on key public projects;;;;;;;;;;;;;x
EVTNAME50212;Spate of Draft Dodgers;;;;;;;;;;;;;x
EVTDESC50212;The most recent report from the military shows that we are encountering an unrelenting trend of an ever-increasing number of call-ups dodging the draft. This sort of passive-aggressive insurgency can have a demoralizing effect.\n\n$MONARCHTITLE$, you have three ways to respond to this. You could make such actions as this punishable by lengthy imprisonment, we could maintain our existing modest remedies for this behavior, or we could consider loosening our conscription policies. What shall we do?;;;;;;;;;;;;;x
EVTOPTA50212;Harsh punishment is needed for draft dodgers;;;;;;;;;;;;;x
EVTOPTB50212;Harsh punishment would only create martyrs;;;;;;;;;;;;;x
EVTOPTC50212;It's time to relax our conscription Policies;;;;;;;;;;;;;x
EVTNAME50213;Draft Dodgers Leave the Country;;;;;;;;;;;;;x
EVTDESC50213;News outlets are reporting on the large numbers of draft dodgers, particularly noting how many draft dodgers are taking refuge in neighboring countries. Some pundits are calling this behavior unacceptable, suggesting we should take a hard stand against any nation harboring anyone dodging our draft. \n\n$MONARCHTITLE$, should we put pressure on the neighboring countries that are allowing this?;;;;;;;;;;;;;x
EVTOPTA50213;Pressure the countries harboring draft dodgers;;;;;;;;;;;;;x
EVTOPTB50213;There is no need to create an international incident;;;;;;;;;;;;;x
EVTNAME50214;Draftee Memoirs Published;;;;;;;;;;;;;x
EVTDESC50214;Sensationalized in the news today is a report concerning the recently published memoirs of a criminal imprisoned for various illegal activity conducted in protest of the draft. Initial public sentiment suggests this will definitely contribute to feelings of war exhaustion among our people. This is unfortunate, but what can we do?;;;;;;;;;;;;;x
EVTOPTA50214;It's unfortunate and unavoidable;;;;;;;;;;;;;x
EVTOPTB50214;Take measures to curtail its distribution;;;;;;;;;;;;;x
EVTNAME50215;Draftee Memoirs Distributed;;;;;;;;;;;;;x
EVTDESC50215;In covert circles, we have reports from our agents in the field of a subversive document being distributed by elements that are opposed to the draft. The document is the unofficial memoirs of a criminal imprisoned for a number of illegal activities conducted in protest of the draft. This is definitely hurting our public image.;;;;;;;;;;;;x;
EVTOPTA50215;It's an unfortunate part of war;;;;;;;;;;;;;x
EVTOPTB50215;It's unacceptable, enact a crackdown;;;;;;;;;;;;;x
EVTNAME50216;Public Burning of Draft Cards;;;;;;;;;;;;;x
EVTDESC50216;A number of international news outlets are reporting on demonstrations against the draft. The most disturbing reports involve the public burning of draft cards. This may not be illegal, but it's highly unpatriotic and severely undermines our draft efforts. \n\n$MONARCHTITLE$, should we take measures to curb these subversive public displays?;;;;;;;;;;;;;x
EVTOPTA50216;No, they have not broken any laws;;;;;;;;;;;;;x
EVTOPTB50216;Yes, have all card-burners arrested;;;;;;;;;;;;;x
EVTNAME50217;Draftees Protest Being Used;;;;;;;;;;;;;x
EVTDESC50217;In a widely publicized event, a notable group of draftees organized a high-profile protest, refusing to participate as 'cogs in the war machine' in a war against 'fellow members of the proletariat.' A tribunal has been convened to handle the matter. This sort of dissent can create many ripples that will hamper our draft efforts. Shall we let matters take their own course, or intervene?;;;;;;;;;;;;;x
EVTOPTA50217;Intervene to ensure their imprisonment;;;;;;;;;;;;;x
EVTOPTB50217;Let the tribunal decide on its own;;;;;;;;;;;;;x
EVTNAME50218;Film Lampoons Draft;;;;;;;;;;;;;x
EVTDESC50218;Over the weekend a new film lampooning the $COUNTRY_ADJ$ peace-time draft was released. The film opened to modest public acclaim, but seems to be drawing bigger and bigger audiences. This will surely not help our public image.;;;;;;;;;;;;;x
EVTOPTA50218;Unfortunate but unavoidable;;;;;;;;;;;;;x
EVTNAME50219;Editorial Criticises Draft;;;;;;;;;;;;;x
EVTDESC50219;An op-ed piece in a prominent newspaper criticized our conscription policies. The article went to great lengths to paint a completely negative picture, calling our policy a 'Grievous breach of $COUNTRY_ADJ$ civil liberty.' \n\n$MONARCHTITLE$, this sort of journalism is out of line. Should we investigate this editor and take measures to deal with this matter?;;;;;;;;;;;;;x
EVTOPTA50219;No, it's not illegal;;;;;;;;;;;;;x
EVTOPTB50219;Yes, find a way to make the editor resign;;;;;;;;;;;;;x
EVTNAME50220;Church Leaders Protest Draft;;;;;;;;;;;;;x
EVTDESC50220;In the news today, several media outlets are reporting on church leaders who are protesting our draft measures. The church leaders are petitioning our government to end our conscription policy. It isn't prudent to take a stand against them, but this will affect the unity of the nation. ;;;;;;;;;;;;;x
EVTOPTA50220;It's unfortunate that we didn't preempt this;;;;;;;;;;;;;x
EVTNAME50221;Union Strikes to Protest Draft;;;;;;;;;;;;;x
EVTDESC50221;Various news outlets are reporting on a series of strikes across the nation in protest of the draft. In public statements issues today, representatives of the trade unions have declared that the strikes are being conducted to demonstrate union solidarity with imprisoned draft objectors. \n\n$MONARCHTITLE$, this anti-government display will undermine our administration and hamper national production. How should we react to this?;;;;;;;;;;;;;x
EVTOPTA50221;It's unfortunate but not illegal;;;;;;;;;;;;;x
EVTOPTB50221;It's unacceptable, enact a crackdown;;;;;;;;;;;;;x
EVTNAME50222;Generals Praise Volunteers;;;;;;;;;;;;;x
EVTDESC50222;In a planned press release, the top generals reviewing the performance of our military have 'top marks' for our volunteer army. They note the morale and initiative of our volunteers shows in the effectiveness of $COUNTRY_ADJ$ military maneuvers.;;;;;;;;;;;;;x
EVTOPTA50222;Our volunteers are impressive!;;;;;;;;;;;;;x
EVTNAME50223;Political Concern About Army;;;;;;;;;;;;;x
EVTDESC50223;A report from our top military analysts outlines several reasons for concern about our military. The report concludes that there is reason to be concerned that the $COUNTRY_ADJ$ volunteer army is becoming too independent and quite possibly becoming a political force of its own. \n\n$MONARCHTITLE$, shall we intervene to preempt this possible 'threat from within?';;;;;;;;;;;;;x
EVTOPTA50223;Yes, we must preempt this threat;;;;;;;;;;;;;x
EVTOPTB50223;No, there is no reason for alarm;;;;;;;;;;;;;x
EVTNAME50224;Neighbor Demands Return of Draft Dodgers;;;;;;;;;;;;;x
EVTDESC50224;A neighboring nation is demanding the return of draft dodgers who they claim are illegally residing in our country. How shall we respond?;;;;;;;;;;;;;x
EVTOPTA50224;Return them;;;;;;;;;;;;;x
EVTOPTB50224;Let them stay;;;;;;;;;;;;;x
EVTNAME50225;Objectors Sentenced by Tribunal;;;;;;;;;;;;;x
EVTDESC50225;A military tribunal has unsurprisingly found a prominent group of objectors to the draft guilty of draft law violations and sentenced them to varying terms of imprisonment for their actions.;;;;;;;;;;;;;x
EVTOPTA50225;The rule of law;;;;;;;;;;;;;x
EVTNAME50226;Objectors Cleared by Tribunal;;;;;;;;;;;;;x
EVTDESC50226;In a surprising development, a military tribunal has found a group of prominent objectors to the draft innocent of any crime and ordered their release.;;;;;;;;;;;;;x
EVTOPTA50226;Unfortunate;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
